Project Code,Bridge Name,Stage,Level 2 Government,Bridge Type,Span (m),,,Ground Breaking Date,Close Date,Interim Invoice Submitted,Interim Invoice Submittal Date,Interim Invoice Link,Interim Report Link,Interim Payment Received,Interim Payment Receipt Date,Interim Payment Receipt Link,Final Invoice Submitted,Final Invoice Submittal Date,Final Invoice Link,Final Payment Received,Final Payment Receipt Date,Final Payment Receipt Link,Certificate of Completion Issue Date,BOQ Grand Total - USD,Project Budget - USD,Project Actuals to Date - USD,BOQ Total - Gov't - USD,Total Amount Invoiced - USD,Total Amount Received - USD,Government Partner Balance - USD,Pre-Bridge Crossing Photo URL,Completed Bridge Photo URL,Handover Photo URL,Link to Completed Contract or MOU,Certificate of Completion Link,Power of One,Link to Accounts Received Certificate,Link to Budget to Actuals Report,Government Reimbursable,latitude,longitude
1013641,Rwinyoni,Complete,Rutsiro,Suspended Bridge,45,,,8/26/19,3/13/20,1,3/5/20,https://bridges.box.com/s/tp5zxiaewpbq4bbjbfvngz9uiniek3wy,https://bridges.box.com/s/dum03i5q873zg41bvxlrf3y4kjo6i1nc,1,3/27/20,https://bridges.box.com/s/74vkszb7tx660d1rq3eowom0618a0tun,1,6/22/20,https://bridges.box.com/s/f9vg0qz9lkehew5fkgszp5greombzcf3,1,7/2/20,https://bridges.box.com/s/6oe3fm3jq6djpfgpr1hjst8cj1cjla8b,3/19/20,89197.8,,33163.05,41175.82,27560.89,22620,4940.89,https://www.flickr.com/photos/bridgestoprosperity/49770824606/in/album-72157712689610103,https://www.flickr.com/photos/bridgestoprosperity/49727546813/in/album-72157712689610103/,https://www.flickr.com/photos/bridgestoprosperity/49728102971/in/album-72157712689610103/,https://bridges.box.com/s/ogrmmx2eyb5wn9ed5wtfzghm0um6rn5o,https://bridges.box.com/s/1af3yo3fqxz0nqogztswcdp6l6mkt7hq,1,https://bridges.box.com/s/ck7558fp85ep7qf32zw48dymyhfnwckw,https://bridges.box.com/s/beiph6j1zosrmrlsskoiqbzzak0du0b2,Yes,-1.80169,29.29776
1013652,Butana,Complete,Rutsiro,Suspended Bridge,27,,,8/26/19,5/28/20,1,3/5/20,https://bridges.box.com/s/rv8ajqq6h3hlkbukk78vuu77u2b0k79n,https://bridges.box.com/s/2gydrvbxp9d671wnpcamatkwcfrc4mdi,1,3/27/20,https://bridges.box.com/s/cq5ssbz7y5a6ig96qovod29d5rtxwze1,1,6/27/20,https://bridges.box.com/s/2nlegsajwnelw9r8v3hhudn4nv4uh7tz,1,7/2/20,https://bridges.box.com/s/c210upekuf44mwzacm96fplnkai51ue2,5/29/20,71406.59,,27584.72,26593.41,21327.8,17492.44,3835.36,https://www.flickr.com/photos/bridgestoprosperity/48934365903/in/album-72157711084277291/,https://www.flickr.com/photos/bridgestoprosperity/49971656092/in/photolist-2j8PNmL-2j8PNo9-2j8PNns-2j8KNP3-2j8KNN6,https://www.flickr.com/photos/bridgestoprosperity/49971656092/in/album-72157711084277291/,https://bridges.box.com/s/hfudt6nhgljkz9nor17731iy8v05239i,https://bridges.box.com/s/2phmvoyv5j6xdezmogzlp3bfsqalkqdu,1,https://bridges.box.com/s/g1vm3xc7vis4oqozzntuw71abw7kha9w,https://bridges.box.com/s/apgisv190ih466t8p3m1px962nwkbou6,Yes,-1.86777,29.289722
1013658,Nkora,Complete,Rutsiro,Suspended Bridge,40,,,10/21/19,5/26/20,1,3/5/20,https://bridges.box.com/s/9foygq307igr0av307mj2fpi1ghi17cr,https://bridges.box.com/s/0a51vpo2wbi6jhx1f714ikbhllw9eoqu,1,3/27/20,https://bridges.box.com/s/qdrlva3te1vdpm95wv4d7luo8n4i1aew,1,6/22/20,https://bridges.box.com/s/d6p6bs9spfd413k2f17x2sps9uvynnps,1,7/2/20,https://bridges.box.com/s/2klld733mkwm948acv2na5xb5uqfulbo,4/12/21,74395.6,,27370.48,28098.9,19414.16,15931.28,3482.89,https://www.flickr.com/photos/bridgestoprosperity/49042343827/in/album-72157711717160441/,https://www.flickr.com/photos/bridgestoprosperity/50041259127/in/album-72157711717160441,https://www.flickr.com/photos/bridgestoprosperity/50194545796/in/album-72157711717160441/,https://bridges.box.com/s/aasfnly966xlb2wkeetk32l04supqzl4,https://bridges.box.com/s/kg1r060bkt3nks3xf2lhbo0nzzn5zbvc,1,https://bridges.box.com/s/5mngjqhuuqo32qoi3ga784803zaypqsi,https://bridges.box.com/s/cy6c3p47has8f09bp0l2wxs1ra1n6zsg,Yes,-1.8675,29.324166
1013662,Kagogo,Complete,Rutsiro,Suspension Bridge,49,,,9/16/19,3/16/20,1,3/5/20,https://bridges.box.com/s/9wip2wrgyrdgrsspppmeohu8f28scvuo,https://bridges.box.com/s/lergdo97c8nzpthtreutfbccmeqwipmu,1,4/17/20,https://bridges.box.com/s/rim8zcy2we1wr1a3rnnw6ox2x4ieufll,1,6/22/20,https://bridges.box.com/s/0updq962ej6psewjv4jo7mjh11e3fa8k,1,7/2/20,https://bridges.box.com/s/v28jdohpevb1ttbzlojf8ozkdczo32co,5/26/20,92340.66,,43365.53,36956.04,33581.92,27514.67,6067.25,https://www.flickr.com/photos/bridgestoprosperity/48934797376/in/album-72157711084080652/,https://www.flickr.com/photos/bridgestoprosperity/49730954338/in/album-72157711084080652/,https://www.flickr.com/photos/bridgestoprosperity/49731769502/in/album-72157711084080652/,https://bridges.box.com/s/hp5hey7y4bhx0z60i7vmajr32aj6q5rl,https://bridges.box.com/s/efypf8pzrr3jvmbu08olagnnmpzeg6v5,1,https://bridges.box.com/s/w2nbvyv11vlw3zz27c29d1rb12dc24a4,https://bridges.box.com/s/5xdazfdn1jf4kue03ebrv8z9vffhn8e8,Yes,-1.90122,29.37049
1007340,Gitwa,Complete,Gakenke,Suspended Bridge,52,,,5/1/21,6/30/21,0,,,https://bridges.box.com/s/912sum7zbjgrhakuiwy47t9wwz7dejjh,0,,,0,,,0,,,8/16/21,95736.39,,,49493.3,0,0,0,https://www.flickr.com/photos/bridgestoprosperity/51687978493/in/album-72157720150944903/,https://www.flickr.com/photos/bridgestoprosperity/51688605225/in/album-72157720150944903/,https://www.flickr.com/photos/bridgestoprosperity/51687702796/in/album-72157720150944903/,https://bridges.box.com/s/5r9jfg05vs0axxj75g2tc4nbbaagtx99,https://bridges.box.com/s/c3mxi8pl2x3p3i4fisanazctf1j6dvpo,1,,https://bridges.box.com/s/cy4rvnfodsvq1empwy41cp7jfn90p4p5,No,-1.738888,29.755277
1007347,Ntaruka,Complete,Gakenke,Suspended Bridge,44,,,3/29/21,6/28/21,0,,,https://bridges.box.com/s/27slk9slu660jj1qpn6b17h7j5vjcqal,0,,,0,,,0,,,6/28/21,101244.87,,,49516.42,0,0,0,https://www.flickr.com/photos/bridgestoprosperity/51687979638/in/album-72157720205840350/,https://www.flickr.com/photos/bridgestoprosperity/51687704076/in/album-72157720205840350/,https://www.flickr.com/photos/bridgestoprosperity/51686914887/in/album-72157720205840350/,https://bridges.box.com/s/5kim5mel98mkmwmo9hs5i40qhuzfm2gk,https://bridges.box.com/s/edjrksay2gxgzb7t6d0oauow9kwuwb5e,1,,https://bridges.box.com/s/junamsow24m79nzxoum85nyy6vm2yc98,No,-1.781111111,29.87916667
1007400,Karama,Complete,Muhanga,Suspension Bridge,52,,,10/24/20,2/12/21,1,12/10/20,https://bridges.box.com/s/6b11vovldg6u4nhxc5rfya70ihs37cx9,https://bridges.box.com/s/hxev4ftaolhv9phogredljabrzn97l1x,1,12/26/20,https://bridges.box.com/s/k3f8wyg4sehzso3yje4rjoumlxjxyj0k,1,9/9/21,https://bridges.box.com/s/ewq8dacw5byscmfheya3qcnajcapsdjd,1,6/2/21,https://bridges.box.com/s/9jdmea41e7d2i4rwem52dc677erddpgd,2/12/21,85019.93,,38193.72,27215.87,26184.2,25126.21,1058,https://www.flickr.com/photos/bridgestoprosperity/50636943836/in/album-72157716865795031/,https://www.flickr.com/photos/bridgestoprosperity/50991923473/in/album-72157716865795031/,https://www.flickr.com/photos/bridgestoprosperity/50992604542/in/album-72157716865795031/,https://bridges.box.com/s/jftupt7ai688udlg02coljqtia6sdd65,https://bridges.box.com/s/iuolym91eqfm7o0hkc5no66flog6rhur,1,https://bridges.box.com/s/jkzo8ribi9vkazqt79gkx46v66dd37zq,https://bridges.box.com/s/ppeai093ka23pvpjk24uxlagn1ja2b8r,Yes,-2.07322294,29.71500053
1007423,Bushoka,Complete,Ngororero,Suspended Bridge,89,,,2/22/21,7/9/21,1,5/28/21,https://bridges.box.com/s/96bbatj6p1dsabh3de9o2s6rjmkc6hhq,https://bridges.box.com/s/i9jdy318nbe80bh29a9dqa3lt1cgzqxe,1,6/11/21,https://bridges.box.com/s/siul8v6hkgvr04y24m46ht9i4zadwkhq,1,8/13/21,https://bridges.box.com/s/bca6pdkaf44ovcvbk3u11xd4lh8hw5ml,1,9/27/21,https://bridges.box.com/s/g3a4peo8nqm2zgxvkrbsvpacfgv8b09v,7/15/21,97944.92,,58237.13,38789.56,33663.52,33557.52,106.01,https://www.flickr.com/photos/bridgestoprosperity/50992026078/in/album-72157718479908978/,https://www.flickr.com/photos/bridgestoprosperity/51691567150/in/album-72157720157520054/,https://www.flickr.com/photos/bridgestoprosperity/51689882142/in/album-72157720157520054/,https://bridges.box.com/s/2lcu0gtg9lx16n89sh5evkkorizg9gi6,https://bridges.box.com/s/48dirtm9m0vwgq9c552yb5o34wzfl6xx,1,https://bridges.box.com/s/35h0pmrxthwd1mdlxo9um5ink9lwu3fh,https://bridges.box.com/s/a3620ilvla7il8hfkqoxzumk0bk3wrda,Yes,-1.801579,29.645831
1007425,Muhembe,Complete,Ngororero,Suspended Bridge,92,,,2/18/21,5/19/21,1,5/13/21,https://bridges.box.com/s/oomwlckln0b7uh5wyt75is5ewd6g21hf,https://bridges.box.com/s/u3y5j2dmbtvshd5p6a3p82qgelze24dn,1,6/2/21,https://bridges.box.com/s/6tb3kwo05h9qko3g2xb6ib1j73d99sqx,1,6/16/21,https://bridges.box.com/s/xek1ifd81atd8a9bzzld5v9ffkgsw3k0,1,6/30/21,https://bridges.box.com/s/krx5yju1dctwumgojcs8x3n596pooccq,5/26/21,100252.96,,40006.1,34427.64,29045,27765.93,1279.06,https://www.flickr.com/photos/bridgestoprosperity/50991944633/in/album-72157718479645493/,https://bridges.box.com/s/r7bn2xpe9gw6i6cs5lmm1v65l9a617y1,https://bridges.box.com/s/y9k8rehtobio5ng06x1t3cu0r98ejm3w,https://bridges.box.com/s/iw7yhmyemifciv9jdacbzu5rrslqessx,https://bridges.box.com/s/ikxycjr23rzwyvsqdxtlr1estisah9yd,1,https://bridges.box.com/s/ztvivqtetrj0t78erxaguida0bu9rsqm,https://bridges.box.com/s/ro35kmbvyjzvqmq6weq8bxeqj6oikpn2,Yes,-1.82487,29.61382
1014031,Nyabikeri,Complete,Karongi,Hybrid Suspension Bridge,90,,,7/2/20,6/18/21,1,5/28/21,https://bridges.box.com/s/df33949vfgopjsf7f3ycfgs36lo3p2x6,https://bridges.box.com/s/n1aqgbft8vnd84xr86ft5stbvx2elznb,1,9/8/21,https://bridges.box.com/s/2exqr0an6oz46mfy04np1jo10c2x64xv,1,7/20/21,https://bridges.box.com/s/mfi3fnz8o0srk3dtewna3uhyybn2iv9x,1,10/19/21,https://bridges.box.com/s/enmldq5eiur9shfwhyhxqgcalm6ji39m,7/29/21,118036.67,,1662.57,48382.34,23782.91,23499.07,283.84,https://www.flickr.com/photos/bridgestoprosperity/50492568968/in/album-72157715367918771/,https://www.flickr.com/photos/bridgestoprosperity/51691588030/in/album-72157720160915236/,https://www.flickr.com/photos/bridgestoprosperity/51690966183/in/album-72157720160915236/,https://bridges.box.com/s/f64lxtvxssoikyi2tkcc8pu8te3e4jf9,https://bridges.box.com/s/c2co35rjgupk53stgc7l5z07i3qsq56e,1,https://bridges.box.com/s/cyq2p34sa4v0m8wvhtxdmo00geihmk8b,https://bridges.box.com/s/fk7zp9k3nd76may11girhzvykavzraq3,Yes,-2.209275,29.47145
1014056,Mugonero,Complete,Karongi,Suspended Bridge,104,,,7/6/20,6/25/21,1,5/28/21,https://bridges.box.com/s/3zdwakp7anke15ti4d0g9qs2foiapzia,https://bridges.box.com/s/wma2l49wegpkg66mzkno0ry0p5qtcxmw,1,9/8/21,https://bridges.box.com/s/pxbzwfarrx21sccs7n65h7gp338smmxq,1,7/20/21,https://bridges.box.com/s/1672in2td6qv8vr4z5bmffc4sbi4h45n,1,10/19/21,https://bridges.box.com/s/tmtdpy7sasgmnfki374bqurv4cajku4t,6/25/21,133203.52,,1464.75,58714.15,31717.24,31772.16,-54.92,https://www.flickr.com/photos/bridgestoprosperity/50168170702/in/album-72157715212285868/,https://www.flickr.com/photos/bridgestoprosperity/51690693096/in/album-72157720155277628/,https://www.flickr.com/photos/bridgestoprosperity/51690693086/in/album-72157720155277628/,https://bridges.box.com/s/brbyb8uu1hr37qc92lcfv9hceb1i2n7z,https://bridges.box.com/s/0gep28od6i4maau0r5iig66cwidva3xz,1,,https://bridges.box.com/s/z15gc5m6sdgri222196kpqeyakdgffev,Yes,-2.14763,29.34468
1014069,Gasharu,Complete,Karongi,Suspended Bridge,48,,,7/2/20,6/8/21,1,5/28/21,https://bridges.box.com/s/kbhcwyjntw0qiyqqdmf8bze8b6wmh2v1,https://bridges.box.com/s/wdxjm1hdxtytr9fbjyfhr4r6ijlsm9n7,1,9/8/21,https://bridges.box.com/s/tsz4a89dps5w0lf0h9n39rlijnrox5lv,1,7/20/21,https://bridges.box.com/s/19tl8bbedq47lpgwh16jfhuqftdbxdmr,1,10/19/21,https://bridges.box.com/s/29kap7ils7fieficzuau1tm6hqe6ja8j,6/8/21,87073.26,,2045.04,35136.7,16692.23,16493.01,199.21,https://www.flickr.com/photos/bridgestoprosperity/50168196522/in/album-72157715287763796/,https://www.flickr.com/photos/bridgestoprosperity/51691369719/in/album-72157720210152245/,https://www.flickr.com/photos/bridgestoprosperity/51691369699/in/album-72157720210152245/,https://bridges.box.com/s/czxbpa2bcgmie261uh0vwoyi7nakv5wk,https://bridges.box.com/s/68ilibkkewtgl2xowli9xes6bcvsi4ff,1,https://bridges.box.com/s/vh4scgxmht5c1m8eo196cpw7w9eu0t2m,https://bridges.box.com/s/75183q8plststl0ziqyitpx2hpcnccj2,Yes,-2.13333,29.3625
1012951,Ngoma,Complete,Muhanga,Suspended Bridge,135,,,10/24/20,2/25/21,1,12/10/20,https://bridges.box.com/s/k9fr6oaigfb4b3xi8ft0kc48mkn495jl,https://bridges.box.com/s/d6x248umnk98e9hg41fazmmwaa27mm2f,1,12/26/20,https://bridges.box.com/s/kod18q0meilna0pg9sm1o6mp25gexcop,1,9/9/21,https://bridges.box.com/s/xkf80gb36eonfqxnyxdoan9um4aq9epk,1,6/2/21,https://bridges.box.com/s/bi22iovcise0veagq3m6t8o0qsrc8sqs,10/26/21,139513.54,,65812.88,61186.71,49125.59,47573.13,1552.47,https://www.flickr.com/photos/bridgestoprosperity/50596274268/in/album-72157716869545717/,https://www.flickr.com/photos/bridgestoprosperity/50992530737/in/album-72157716869545717/,https://www.flickr.com/photos/bridgestoprosperity/50991717078/in/album-72157716869545717/,https://bridges.box.com/s/rhx6oprxwnqnrpum6o4d1g7yd0f9nsv8,https://bridges.box.com/s/tjb2n4yua8vs0zkcotm6a72z54wtpxu7,1,https://bridges.box.com/s/ww6hadd4465cf9r1ic54vewhevlvvzin,https://bridges.box.com/s/airai62jikujsrz4dpkp4a1l4y0zd0t5,Yes,-2.04935967,29.70709763
1013459,Rugeshi,Complete,Ngororero,Suspended Bridge,110,,,2/18/21,5/31/21,1,5/13/21,https://bridges.box.com/s/w8gs7u7n7y7zldeqp9m8ejzwpysccb44,https://bridges.box.com/s/b9l24ng3n1u2qxjdmp8cczovmy4n8gas,1,6/2/21,https://bridges.box.com/s/af0sig5z5cuhlcees2utfislz1tn5x0c,1,6/16/21,https://bridges.box.com/s/nx0uzyta67ae41yle57krif020sztjmn,1,6/30/21,https://bridges.box.com/s/zwe1adso9z304wq0b5tlkanxocwwj3bi,6/1/21,114121.62,,54043.52,42236.39,37971.94,36176.64,1795.3,https://www.flickr.com/photos/bridgestoprosperity/50992822982/in/album-72157718479844248/,https://bridges.box.com/s/v2ivwlgshpv8y93ctyqpuaww3pu96ylv,https://bridges.box.com/s/3h0xo3mg73v2cv63xd39nvn7w9mfy9vx,https://bridges.box.com/s/fjs2aa9v618fato99gnp2ngf3hrhaijj,https://bridges.box.com/s/diwc7861te70ua907simxxlx1n6frbl1,1,https://bridges.box.com/s/fi13pzc09y2i342jpd15vidrc8f9qwq0,https://bridges.box.com/s/epf41d2kt69rf2orxuox3alyncaw793v,Yes,-1.96038,29.54036
1013460,Gasasa,Complete,Ngororero,Suspended Bridge,45,,,2/22/21,5/19/21,1,5/13/21,https://bridges.box.com/s/ssmqfwkfi20ywo6taio8vlnix9r5p8wb,https://bridges.box.com/s/19b6973y9po6kaklfloapvyogdl65xqe,1,6/2/21,https://bridges.box.com/s/qxvnkqytcrqmbb2v5piwgr3l9xjghlrr,1,6/16/21,https://bridges.box.com/s/oupcwjyncamvithkjqn6xwkdnfwo5d7d,1,6/30/21,https://bridges.box.com/s/78b2mimac2mkwnx9wzjtvgglwyk270t9,5/26/21,76094.64,,31422.31,26059.67,25074.19,23788.79,1285.4,https://bridges.box.com/s/ur14maavqqxih4t71morgie64ksu784o,https://bridges.box.com/s/ivt7rx3frbr7ljn5k886lhif8l8hfktc,https://bridges.box.com/s/3a7l2molecoek760hfl843eahgl0a07c,https://bridges.box.com/s/5x3fo9f7ca9olyro7qe4s23czx9dpobr,https://bridges.box.com/s/uj4orfz9nlqkenxdyjtwg9wae6sd00fy,1,https://bridges.box.com/s/kc0xsacghtqdwigv6ctd2gn581s7wd02,https://bridges.box.com/s/3x7tgq2r7p2xhq41y85ir4bkxolcrbfc,Yes,-1.95373,29.54198
1013678,Kwiterambere,Complete,Gakenke,Suspension Bridge,76,,,3/25/21,6/30/21,0,,,https://bridges.box.com/s/u5qudygydlp359ra9iz0luafhd9ctyrz,0,,,0,,,0,,,8/9/21,116801.78,,,56110.96,0,0,0,https://www.flickr.com/photos/bridgestoprosperity/51686917417/in/album-72157720205844410/,https://www.flickr.com/photos/bridgestoprosperity/51687706976/in/album-72157720205844410/,https://www.flickr.com/photos/bridgestoprosperity/51688388959/in/album-72157720205844410/,https://bridges.box.com/s/pxz4wvx3h2971zcevhki0wsjk7ywtb6y,https://bridges.box.com/s/2ktjliafftvlhjppz8a4sx8kgn7pcd75,1,,https://bridges.box.com/s/vsghf2vtp9cb531x2sjl6m86j0o5lknj,No,-1.66344,29.83439
1013692,Kigandi,Complete,Nyamasheke,Suspended Bridge,64,,,6/15/21,9/21/21,0,,,https://bridges.box.com/s/pjknj67kupuj21vf8gupmpro9kmgz8zi,0,,,0,,,0,,,10/7/21,101584.36,,,44618.52,0,0,0,https://www.flickr.com/photos/bridgestoprosperity/51688610300/in/album-72157720150954203/,https://www.flickr.com/photos/bridgestoprosperity/51687984093/in/album-72157720150954203/,https://www.flickr.com/photos/bridgestoprosperity/51687708216/in/album-72157720150954203/,https://bridges.box.com/s/a33qeeptm93wn8cc2tuar02ingho3xq8,https://bridges.box.com/s/5oo72rt9nhgunkc6z7otvpwji505klow,1,,https://bridges.box.com/s/buyws1qylyggb9xto0q7carrz25pv958,No,-2.326002,29.165331
1013895,Nyagisasa,Complete,Nyamasheke,Suspension Bridge,114,,,5/31/21,10/4/21,0,,,https://bridges.box.com/s/4cx9ss2204qdwnub0bwtp0h7r651wwm9,0,,,0,,,0,,,10/7/21,148854.63,,,77186.83,0,0,0,https://www.flickr.com/photos/bridgestoprosperity/51688611695/in/album-72157720205848255/,https://www.flickr.com/photos/bridgestoprosperity/51687985413/in/album-72157720205848255/,https://www.flickr.com/photos/bridgestoprosperity/51688391799/in/album-72157720205848255/,https://bridges.box.com/s/qio9varylzs8x98rfxhi1fm8i88qytd8,https://bridges.box.com/s/90ia3mbwdaeth4n3rdu8ltoroqem4azm,1,,https://bridges.box.com/s/1aru8aw8rxf4ds6wiwtau9c9xc0lfh1z,No,-2.343073,29.140422
1014269,Nyarusange,Complete,Nyarugenge,Suspended Bridge,132,,,11/6/20,3/4/21,1,1/18/21,https://bridges.box.com/s/je3oioimkj0jla04ec0upn202pkrqqkp,https://bridges.box.com/s/yoq759wzck0g51klpuq3t86wwswh590f,1,3/31/21,https://bridges.box.com/s/74v5qdq76jzjvt56myxlymj0gxsfw4gn,1,4/26/21,https://bridges.box.com/s/eiwaeb0whvtt8o5a2xcfxgh9p4ryp50f,1,6/8/21,https://bridges.box.com/s/lzmi6zrt6tef5y42gk3jdxd8tf3pas5y,10/12/21,137234.38,,65962.92,59773.84,50885.52,50645.01,240.5,https://www.flickr.com/photos/bridgestoprosperity/50710075603/in/album-72157716910750362/,https://www.flickr.com/photos/bridgestoprosperity/51012512393/in/album-72157716910750362/,https://www.flickr.com/photos/bridgestoprosperity/51013301952/in/album-72157716910750362/,https://bridges.box.com/s/gkgdx686i8za4kn2vcuxx1s8dggj6lfh,https://bridges.box.com/s/4q27z70z84swsdjo7mexjm04cggqa7bk,1,https://bridges.box.com/s/0la3pqoeve7pgn9eaxdajz87mef3d0e0,https://bridges.box.com/s/b4rv4wsviqn7hdepya7jwls7q2j8oi6c,Yes,-1.894583,29.996602
1015561,Nyakabande-Bitaba,Complete,Karongi,Hybrid Suspension Bridge,97,,,7/2/20,6/18/21,1,5/28/21,https://bridges.box.com/s/ggc2hppzo1gpgf2hwpcfend1jvolb1u0,https://bridges.box.com/s/7c7jhc9zzba7znd4dt6cnnioynjixzhu,1,9/8/21,https://bridges.box.com/s/ug9pljt2yjb0v9avvu9hl2pl3oa9h6mv,1,7/20/21,https://bridges.box.com/s/se3cdtuqq0f59y1rqv9mwnb272k2bobk,1,10/19/21,https://bridges.box.com/s/1jmoyde7h0rovz7dj0n3n9xemjzs40sl,6/18/21,116247.53,,1554.63,47357.05,27478.9,27150.95,327.95,https://www.flickr.com/photos/bridgestoprosperity/50493525382/in/album-72157715612437621/,https://www.flickr.com/photos/bridgestoprosperity/51690703861/in/album-72157720155295458/,https://www.flickr.com/photos/bridgestoprosperity/51691382249/in/album-72157720155295458/,https://bridges.box.com/s/cd8wu4xswvauw5k8d6st5ldm3v85nuz5,https://bridges.box.com/s/334ew247b6izz9f3pm7jvjxy93rodw4b,1,https://bridges.box.com/s/3ziznq82sdldtnfjcqjxg9hv9qwtuhty,https://bridges.box.com/s/zjdsko2qefwhj431emi83njahf8agvki,Yes,-2.109525,29.314058
1015693,Kabutimbo,Complete,Gakenke,Suspended Bridge,55,,,3/29/21,6/28/21,0,,,https://bridges.box.com/s/stb78v0v8edpwvmlb4qwkrgpnwy2ueuh,0,,,0,,,0,,,6/29/21,97485.4,,0,44147.27,0,0,0,https://www.flickr.com/photos/bridgestoprosperity/51687981018/in/album-72157720163476992/,https://www.flickr.com/photos/bridgestoprosperity/51687705281/in/album-72157720163476992/,https://www.flickr.com/photos/bridgestoprosperity/51686916027/in/album-72157720163476992/,https://bridges.box.com/s/u38fjntzdbpdnvirqecponf339pomy90,https://bridges.box.com/s/f3gptbb8nehl1cd8z0iykoqijt9ovlwp,1,,https://bridges.box.com/s/ypvm6g9yh54e7qxmhx1jknj9to88d76x,No,-1.621187,29.660569
1007424,Murambi,Complete,Ngororero,Suspended Bridge,78,,,9/6/21,12/16/21,1,11/22/21,https://bridges.box.com/s/phooojvz0f74iuva0jbwehgf2zzv076a,https://bridges.box.com/s/r61txoerim5kk1c13v6nvq2xcgriivje,1,12/13/21,https://bridges.box.com/s/o2hj4adosmx9rjnhuopv5a5p6vzmpfq1,1,1/11/22,https://bridges.box.com/s/9jt4pr631vhnelylz8eflgnwdipcs6lu,1,4/13/22,https://bridges.box.com/s/0bhcmo027izt0ypiw4quv1etj5hvpgh4,12/10/21,102677.52,,51708.43,28510.99,20917.86,18768.58,2149.28,https://bridges.box.com/s/dbn0wrfp5qkcyae3ez34n86cfn606rtt,https://bridges.box.com/s/j9u7vd34n6ajft4n2w2byabo721l4c4k,https://bridges.box.com/s/6pslf4f2ed2ggf70kh73d63ovhx2z6vp,https://bridges.box.com/s/ppbm5y4krza5q4q0sjsargir1qunoryp,https://bridges.box.com/s/xbsnhoop51im8tebgcfjl47p4g6zys8e,1,https://bridges.box.com/s/944vqlmguje9qkjfo7dfr34mfeo25q41,https://bridges.box.com/s/pn5xzl7fazal3pcg2uqompe92in66hvt,Yes,-1.856167,29.622611
1007426,Mucyabahinja,Complete,Ngororero,Suspended Bridge,86,,,11/15/21,3/4/22,1,1/20/22,https://bridges.box.com/s/gke1xm7oopgw5wvnngzzouy6ibb7z17d,https://bridges.box.com/s/m3yh7h2y45c0ovqkkebg5y0ptiypdte2,1,3/3/22,https://bridges.box.com/s/el4y2xpfgmd6izfxxfhgmpfxrcry8bfr,1,3/28/22,https://bridges.box.com/s/25uuwvow58x56f9857oshtwxtodg3svb,1,5/16/22,https://bridges.box.com/s/wb8nu571krujdrbul2vrdj69faytr7y2,3/4/22,103724.9,,58128.17,29122.05,22473.23,22357.73,115.5,https://bridges.box.com/s/zgr0fi1l4twjb8p6kt2hsvirsub1l949,https://bridges.box.com/s/5512aa5pw5q07si78wobtamgdiho2f1n,https://bridges.box.com/s/d3iexxyzj3b977ne2vq12a67zi0pw0ya,https://bridges.box.com/s/uzf1boytc1xrm7fcts1caryilrutgoz3,https://bridges.box.com/s/oqdjxknprqfdmvbeouvr6hmnktu8iqmo,1,https://bridges.box.com/s/al0kihuueurqp3ehetc65537rloafbty,https://bridges.box.com/s/ed424oarjh29nzfx4tqvil8vcnzba06g,Yes,-1.819809,29.6066111
1007444,Kamiro,Complete,Nyabihu,Suspended Bridge,58,,,2/7/22,6/23/22,1,6/6/22,https://bridges.box.com/s/gwcnn3583qw4a3r8mw86udn497u75m50,https://bridges.box.com/s/ozdxdiab120pkjyo1egwxy0k757lr7o6,1,6/21/22,,1,7/22/22,https://bridges.box.com/s/7c76e10b480j40ik1yipb5s9n3drva5x,0,,,,84270.29,,,24450.23,20506.14,10473.51,10032.63,https://bridges.box.com/s/1z0hx5otr8yjgz6o7tvz7hcasooyv28y,https://bridges.box.com/s/55lgfchxe48sv3popp8anxgw791guv7z,https://bridges.box.com/s/plq8sqprs8h0lfffraawuoyuznotvpc2,https://bridges.box.com/s/x9ebmrtmrcecqkofydp6ae3ggwxigvrn,,1,,,Yes,-1.681,29.50024
1007463,Mujerenge,Complete,Nyamagabe,Suspended Bridge,70,,,8/9/21,11/22/21,1,11/12/21,https://bridges.box.com/s/6jaq6f7ub67ncxhmnjxocpd3ajjhkear,https://bridges.box.com/s/212phjfmq80shno3ergzw80bqyaet6jm,1,12/22/21,https://bridges.box.com/s/vesj7nwxfp1ssejaykpldyiwfn9hwaj4,1,3/11/22,https://bridges.box.com/s/wmvbsx4qaz1yup2zumjwmxy7a3uligve,1,4/27/22,https://bridges.box.com/s/l31m77bnp8nnnekqfer4y49imcmcszaf,11/23/21,93657.77,,51532.06,28686.95,25108.66,25035.97,72.68,https://www.flickr.com/photos/bridgestoprosperity/51691585100/in/album-72157720210157920/,https://bridges.box.com/s/rdlnfxp8gt93xczmjs624ljwzbm3qe76,https://bridges.box.com/s/q78eml18d06ixo1rspsy5v8xc7opo7pz,https://bridges.box.com/s/cstzomd3mc7kewasab7w93sqghuii72r,https://bridges.box.com/s/5mfhrdw46n8lu3roawl4rmmpsswyshuw,1,https://bridges.box.com/s/b8dqqflvvp3p09b54oazpzmogrje76gu,https://bridges.box.com/s/cahtk3p5x7he6w24s85wm9m3zdq5hjh9,Yes,-2.45195667,29.427665
