Project Code,Bridge Name,Stage,Level 2 Government,Bridge Type,Span (m),,,Ground Breaking Date,Close Date,Interim Invoice Submitted,Interim Invoice Submittal Date,Interim Invoice Link,Interim Report Link,Interim Payment Received,Interim Payment Receipt Date,Interim Payment Receipt Link,Final Invoice Submitted,Final Invoice Submittal Date,Final Invoice Link,Final Payment Received,Final Payment Receipt Date,Final Payment Receipt Link,Certificate of Completion Issue Date,BOQ Grand Total - USD,Project Budget - USD,Project Actuals to Date - USD,BOQ Total - Gov't - USD,Total Amount Invoiced - USD,Total Amount Received - USD,Government Partner Balance - USD,Pre-Bridge Crossing Photo URL,Completed Bridge Photo URL,Handover Photo URL,Link to Completed Contract or MOU,Certificate of Completion Link,Power of One,Link to Accounts Received Certificate,Link to Budget to Actuals Report,Government Reimbursable,latitude,longitude
1007465,Rwangambibi,Complete,Nyamagabe,Suspended Bridge,83,,,8/9/21,11/12/21,1,11/3/21,https://bridges.box.com/s/69up11fvpo5l7qsdk7nboc4kbp42y9is,https://bridges.box.com/s/u8rhqlbehb8p9frq44qtsfbkz3qght01,1,12/22/21,https://bridges.box.com/s/31cp8sxsxb0xxal9wsxo04rymmecrcdh,1,3/11/22,https://bridges.box.com/s/p44htz863rxbvj3ocrirs1sbu9shan7t,1,4/27/22,https://bridges.box.com/s/jpzzuvd5o6hvye9pzvoqh44sijf6y6k8,11/12/21,106003.11,,56701.03,32725.28,23601.5,23706.03,-104.53,https://www.flickr.com/photos/bridgestoprosperity/51690972593/in/album-72157720160928966/,https://www.flickr.com/photos/bridgestoprosperity/51690972573/in/album-72157720160928966/,https://www.flickr.com/photos/bridgestoprosperity/51691594495/in/album-72157720160928966/,https://bridges.box.com/s/aq8rrua64mas8isxzzltz32re6bqen7q,https://bridges.box.com/s/o1zi4y6z0nn30aoe5owe6q94ulozfkve,1,https://bridges.box.com/s/8wnaoyxptq4wb1bpnuzh88g2scl2snsz,https://bridges.box.com/s/2l25hgd9ilj44j572i4fd7gz4owf61ef,Yes,-2.343056,29.4325
1007477,Mugote,Complete,Nyamagabe,Suspended Bridge,60,,,8/9/21,11/9/21,1,11/3/21,https://bridges.box.com/s/g3mydo81rbvjn9fsapfg2kczj847dqtm,https://bridges.box.com/s/5ssw8wkpystrg809lbn54filvc6erh2d,1,12/22/21,https://bridges.box.com/s/pp37haabjufvt4vjmucsydlbl7y8fhr7,1,3/11/22,https://bridges.box.com/s/ii7pl0rhjn1kgtaj12toofcijnj5z388,1,4/27/22,https://bridges.box.com/s/rhp4o7codj2xocousudkj25liobx3pf7,11/23/21,85065.3,,46193.18,25348.72,21793.51,21730.23,63.28,https://www.flickr.com/photos/bridgestoprosperity/51691372699/in/album-72157720157528879/,https://www.flickr.com/photos/bridgestoprosperity/51691583590/in/album-72157720157528879/,https://bridges.box.com/s/xni0tmjoly13uvli2de7p5y9piar5wrx,https://bridges.box.com/s/ut868uqpqatiouh63t0riejye3q6vu4y,https://bridges.box.com/s/u5tmj51juqs75e0qm9mouz8jftglhlw4,1,https://bridges.box.com/s/2caaucp9jz2u0i9064n71h0sl70ad14i,https://bridges.box.com/s/bfopdraxkelbmi6sr5h64n0l6hw6fj47,Yes,-2.4477333,29.41455333
1014011,Nyabihunyira,Complete,Nyamasheke,Suspended Bridge,78,,,3/2/22,5/27/22,1,4/19/22,https://bridges.box.com/s/z1lt1y0bcigqo3bqb8cska18sgpiia7a,https://bridges.box.com/s/rwh4zdba0zdjw9mmjr4ytxrnx3qgdtb7,1,4/27/22,https://bridges.box.com/s/bgrmamwm6q0q1fnvu58y6l6dtfkouf4x,1,6/8/22,https://bridges.box.com/s/07vp10fr17ptm65c0ojizfnkqsayo4nk,1,6/16/22,https://bridges.box.com/s/1u1g7hcxjsuykuegekswdn1fghhfg1yr,5/26/22,98144.27,,50950.82,27126.99,23690.19,23690.19,0,https://bridges.box.com/s/1gdajoewf5f8mngiw6k5h1k2nzn3wla5,https://bridges.box.com/s/nvv1ho5qf0dwye2ad60ox9etlfccz8ed,https://bridges.box.com/s/ngt5wly65jqpmond9do6firpi170xf63,https://bridges.box.com/s/onayixqspqdxt0u0kpq48j0pwic90kcp,https://bridges.box.com/s/5qfx849phdm1ivdvar2o1yda2ntxpx4j,1,https://bridges.box.com/s/isud0uerkyhg6kfs6u0vu3977w8v1fxq,https://bridges.box.com/s/34kw4hgjkyqhnpi33wjjqdv15zgj6r4u,Yes,-2.554196,29.043492
1014052,Munini I,Complete,Karongi,Suspension Bridge,63,,,11/15/21,2/18/22,1,1/20/22,https://bridges.box.com/s/2n6u1vnsuhuljofqfoa3g6fmp693zb66,https://bridges.box.com/s/hw6g0w2gviamp0ccg0z1cmjcecsyqm0e,1,3/3/22,https://bridges.box.com/s/2411tmtl3bvpfg4p6sb4lh5ioe31rwnt,1,3/28/22,https://bridges.box.com/s/d97lfy4pe4d1alzakfpdjt7uc78vs9nn,1,4/26/22,https://bridges.box.com/s/omm39czzqyk4qngk0ti9qf4qy7w0smqb,4/20/22,97195.33,,58822.87,29124.99,23917.56,23818.24,99.33,https://bridges.box.com/s/4sh5974f36awoca3i6fzdcjgkqdxdzny,https://bridges.box.com/s/774roujh2dtn9bdx6zw62i6tqz0f2u3b,https://bridges.box.com/s/enwytl606pld84xf1fepqu0gw54bsf1g,https://bridges.box.com/s/diwc7861te70ua907simxxlx1n6frbl1,https://bridges.box.com/s/b9ij8964jkimj4pyekojuvq9tbb2wu3w,1,https://bridges.box.com/s/krk1n95jycne5sk7unvldko8hbzia8ko,https://bridges.box.com/s/9r3orzz41r1mlr9id70xxxyol3hbkmx1,Yes,-2.18836,29.37793
1012800,Mukaka,Complete,Rulindo,Suspension Bridge,118,,,3/7/22,6/10/22,1,6/1/22,https://bridges.box.com/s/xntc7piqgqwnqnes4eom2fukex2zl5wc,https://bridges.box.com/s/h12s9esva660w5i1ldd1ghbjpe6naerw,1,6/30/22,https://bridges.box.com/s/ycsyhqqdes65xk1658at6opj5njapia2,1,6/15/22,https://bridges.box.com/s/e3sngojsx0edx49udbjdbg3gwk0y8fej,1,9/15/22,https://bridges.box.com/s/mbcw5a6mrk3jhdf8ci5c5ec0s5tkvgfi,6/10/22,136446.25,,8493937,40828.01,38052.37,37779.84,272.53,https://bridges.box.com/s/vk871qi835gngoxqdm7rop8s6zrv5168,https://bridges.box.com/s/kbrz0w8hknv6yffag6k4iarpbtefimbe,https://bridges.box.com/s/ws3i3i4bo9wlqba5227u75q7y3af1sip,https://bridges.box.com/s/116daopzm5sq0odlma96novy3e3r55b9,https://bridges.box.com/s/j3t1jw6hxa5spprx0zdkw4t8yje5uje8,1,https://bridges.box.com/s/azp00sq9t3lajie2l5ninlgg3ev2gcd4,https://bridges.box.com/s/g582jt7chbepmy966w7929nkz2lmf868,Yes,-1.62147,29.96712
1012816,Rurongora,Complete,Nyamagabe,Suspended Bridge,96,,,8/9/21,11/12/21,1,10/20/21,https://bridges.box.com/s/ggo5telzt2pyej9961qf6ty2gqtgvhqc,https://bridges.box.com/s/r4h40sybbnw5fnf5rihwdy1fyfh92u52,1,12/22/21,https://bridges.box.com/s/n5ztn6q7pi55t147zf6q0vnioiahbzre,1,3/11/22,https://bridges.box.com/s/76c9svj1f7fl7eibis3zsebjb424n4iq,1,4/27/22,https://bridges.box.com/s/chq2l18ri24iylsywlt7wjk6e4x4c3oe,11/12/21,103111.58,,51435.41,32160.4,24382.23,24241.78,140.45,https://bridges.box.com/s/k930uz91oaolm7265t1ilc56m3lw69lp,https://bridges.box.com/s/wimksrj7trv7uj4cw3c5wam9wiuo64cy,https://bridges.box.com/s/hhst7jaqtrvdpmht692akpstl085y5ps,https://bridges.box.com/s/1nzth89k6ynxg0554uegbcwd43hwc780,https://bridges.box.com/s/zn9cvw8iqxbxd6m3dtyxcccl1lyp4ajw,1,https://bridges.box.com/s/s5kd8soctom5o33kz0ie5n8k6nib18r1,https://bridges.box.com/s/p6g5ijm02rs9nz50uvfe40m0lmrbld5w,Yes,-2.34152,29.466329
1012952,Rwabagenzi,Complete,Muhanga,Suspension Bridge,78,,,12/2/21,4/30/22,1,1/31/22,https://bridges.box.com/s/en7vs0ulee38s1h2q0ptzpd5wujy6naz,https://bridges.box.com/s/v5lenjm0melguxck6cvizkd7uxerrm5z,1,4/6/22,https://bridges.box.com/s/h2vwf3dcwtjnism448x77yd4fvvwxep1,1,5/13/22,https://bridges.box.com/s/rr8mmcr03frmfdrxxctusovp6ak1xomc,1,6/3/22,https://bridges.box.com/s/3z0l02uzqeudn0vl6c2lm3h1vmzch3lc,4/29/22,111063.9,,64013.66,31765.63,26515.12,21677.61,4837.5,https://bridges.box.com/s/75fulmz9ka72w3jwog5g6et41n4je0ei,https://bridges.box.com/s/vceujdy4dxdf7sqo9v6lfr9ibluc315i,https://bridges.box.com/s/3cjzrkfiz9cfj4i6r1032826n43oyskr,https://bridges.box.com/s/jtf20m1lvm2udak4m4rzyl8ccayol0je,https://bridges.box.com/s/r5fubbi0u3xc5st3d5q859dbco3ed11c,1,https://bridges.box.com/s/zfzczti4xfhmfeo0nsvsnyxqrq8g1ivx,https://bridges.box.com/s/p8omppl17rdq4y2gvisc5esc7jdj9yeg,Yes,-2.042163,29.722419
1013029,Kavumbu,Complete,Nyabihu,Suspended Bridge,68,,,1/10/22,4/1/22,1,3/8/22,https://bridges.box.com/s/nle7flq8fpwv7b7xjmzfe7ldtype4tx5,https://bridges.box.com/s/ybe5eo3kk3jrspqlp6h67pf6np96jtj7,1,6/14/22,https://bridges.box.com/s/kwgih3l8h87kh501cnty7jo1qcvz3p7n,1,4/14/22,https://bridges.box.com/s/djdmd8f4vznq42umqvuqsbhqgcbbpck1,1,6/21/22,https://bridges.box.com/s/j04a4tjw5ej51qgucjtqgp8krwn6rxof,4/1/22,96633.51,,55931.85,29222.13,27654.85,24651.52,3003.33,https://bridges.box.com/s/jpy9ad08qhdglt8v9vhnhra8f455kesz,https://bridges.box.com/s/p3ud0stv8wwdte7pdno1fvs1unilart9,https://bridges.box.com/s/c10yjhqkkv9oiatpe85kkzxgv94hn8dd,https://bridges.box.com/s/vbrres53is2mcs9gw1wqee0cauai73h3,https://bridges.box.com/s/gsy3g65o4036w2rsyqb5mdxrnxf3y185,1,https://bridges.box.com/s/mzhcc1esas5z5x6gr9nhqmqa0ge93lsq,https://bridges.box.com/s/iw6yfhpos3mmrwxdpi3h0pvq52zyg6a9,Yes,-1.67069,29.46836
1013215,Kanserege,Complete,Nyamagabe,Suspended Bridge,92,,,8/9/21,11/27/21,1,10/20/21,https://bridges.box.com/s/d19d5c1359044gtpdlsjjank3iytexqq,https://bridges.box.com/s/ua8nvooa2irplyv513bt3u9kv7e23zf8,1,12/22/21,https://bridges.box.com/s/jcs1fviwg6a20dnt5yk4jx769jcyxf33,1,3/11/22,https://bridges.box.com/s/oi906wtvqe5r1dnib3c9yd9jpeyd8usa,1,5/17/22,https://bridges.box.com/s/bx55ba9bcwvibwi1o5wn2kslfrrbfr0q,11/23/21,107041.74,,61922.1,26956.24,20687,19937.76,749.24,https://bridges.box.com/s/h96xdme2s4jlcaimouvrc21w8b8esw90,https://bridges.box.com/s/7y8689j5wk8w5fsxs68cl7aew7pwbyij,https://bridges.box.com/s/rnk81maeeakw15o5rt7ap0ovpgua0vfo,https://bridges.box.com/s/a0a2ro383f5yjqiatmyllye1bti7olb7,https://bridges.box.com/s/48s4ul0woq8428emffvgvxuy2fp8frjj,1,https://bridges.box.com/s/bxv1b2uv15rgak71dm9ukut5kahpcvbl,https://bridges.box.com/s/tq5si0zgn5wwxhhbgtj350p1d1ocz3kd,Yes,-2.5265,29.510023
1013225,Sovu,Complete,Nyamagabe,Suspended Bridge,43,,,8/9/21,11/8/21,1,10/15/21,https://bridges.box.com/s/qahp66riswl4klkx9kmfqer81x4dwr9j,https://bridges.box.com/s/5482za4iwlqwz8inxpuel8772d9cb989,1,12/22/21,https://bridges.box.com/s/hihvnp1318xl4xj4zxax3nok7gjgffza,1,3/11/22,https://bridges.box.com/s/fopeu41conx32ouy63uufojxc2s09ypb,1,4/27/22,https://bridges.box.com/s/kwsko8ena1b71co1ah1ta97d4appdi4s,11/11/21,74709.07,,33985,22798.73,18664.44,18950.47,-286.03,https://www.flickr.com/photos/bridgestoprosperity/51690707566/in/album-72157720167831432/,https://www.flickr.com/photos/bridgestoprosperity/51691597015/in/album-72157720167831432/,https://www.flickr.com/photos/bridgestoprosperity/51691386049/in/album-72157720167831432/,https://bridges.box.com/s/d3zexs7r2scvym76gsttqz3cevuu83hj,https://bridges.box.com/s/kxpru9imjgyjg147sd67fjnqamzi8fz6,1,https://bridges.box.com/s/s9lyoq0a4inmeuclwedemob89f2li5nj,https://bridges.box.com/s/bk36m9tl11rqi7zoonkzhr95g6x4lnmc,Yes,-2.510714,29.53571
1013256,Kwa Rukeratabaro,Complete,Muhanga,Suspended Bridge,57,,,11/15/21,3/4/22,1,1/20/22,https://bridges.box.com/s/i4hcur8u1ahxxll721bxn7c5jxwoscf1,https://bridges.box.com/s/09319i3eja2ti8jvmo7kbzt2bkye82l6,1,4/6/22,https://bridges.box.com/s/kt6fq4w2dzgnstydtgsmcun1yxim8r3r,1,3/25/22,https://bridges.box.com/s/7gx37u4j7u20u7e0xsyp6b665azqo3qs,1,4/13/22,https://bridges.box.com/s/21pwto48mcm1mx3wyz2xdrt49tykdumg,3/10/22,88012.24,,12257.79,26185.47,20075.64,16408.25,3667.39,https://bridges.box.com/s/hlllibedso4opioiue328r7fvn9nl8i1,https://bridges.box.com/s/irf2w3qo6micgjgje868duwwxthlm9yg,https://bridges.box.com/s/ur4pnjf4tqmgqu3bordw2rsrpemeyrfq,https://bridges.box.com/s/6fyjg78ch56jjv4os2teguk3y78r2akc,https://bridges.box.com/s/b2siv58yrj1273ruba9l1fkk6hldajsc,1,https://bridges.box.com/s/6v83zk451e7unyvg0wjb4yeocjpk7xnf,https://bridges.box.com/s/9dg099upqh7fhaqszjbntwwxa5mt20ad,Yes,-1.838472,29.684286
1013422,Rwasa,Complete,Nyamagabe,Suspended Bridge,70,,,8/9/21,11/5/21,1,10/28/21,https://bridges.box.com/file/892451916635?s=8dz0p8v2xqu2074jgz8pfjxb3lmpuzu3,https://bridges.box.com/s/wtpi28ftodj7jr1hetgaj4njbx20h1rx,1,12/22/21,https://bridges.box.com/s/n3v1qyie8az6m2pji4yfmrdydx5pq77d,1,3/11/22,https://bridges.box.com/s/xmgni7wqtrmdcjp0xd94s2dnp3n1ahnn,1,4/27/22,https://bridges.box.com/s/jh9zk5wxcoxc9g119e1otfu1fqprz0ce,11/11/21,93847.06,,45852.97,27696.4,21184.29,20748.8,435.5,https://www.flickr.com/photos/bridgestoprosperity/51690973553/in/album-72157720167828122/,https://www.flickr.com/photos/bridgestoprosperity/51689910287/in/album-72157720167828122/,https://www.flickr.com/photos/bridgestoprosperity/51691595415/in/album-72157720167828122/,https://bridges.box.com/s/w7qyuzaorc5lggd95n5xj8i1isai7tht,https://bridges.box.com/s/vsiipnc1rkb8rxyztkxs3i2uhnd1sy0i,1,https://bridges.box.com/s/srlji7fyu0lj0m6enn1a28yv5520danw,https://bridges.box.com/s/d5wzaexw7xhpskhxqtchsmrurbec74vq,Yes,-2.41763333,29.555675
1013461,Nyabiyonga,Complete,Ngororero,Suspended Bridge,70,,,9/6/21,12/15/21,1,11/22/21,https://bridges.box.com/s/0t5b3iyqfu3cxvu5mpvhi96xpdhtktn1,https://bridges.box.com/s/c1007zmzbygjqy4r1tf4ruzuk6atejez,1,12/13/21,https://bridges.box.com/s/tw9tg33mfule5det1zqk13p25u1rybr3,1,1/11/22,https://bridges.box.com/s/a37ol5ne7phy8fpxuf67j91e2zdn0wb4,1,4/13/22,https://bridges.box.com/s/vpp39vkpj53fo85ltph86fp1wpyc7bre,12/17/21,91891.17,,45982.83,25515.62,18762.63,16779.21,1983.42,https://www.flickr.com/photos/bridgestoprosperity/51688615915/in/album-72157720163488507/,https://bridges.box.com/s/fzqxgwjx326tzwbni28ue0nb2twla8hm,https://bridges.box.com/s/y5dzrt9zxwokc8pbqqyw72led88jhamb,https://bridges.box.com/s/hfwlft79dlui1sfnghb4h7rgeye3bpx8,https://bridges.box.com/s/cuu8laz00uw0wc49o2v6uburrnppm0mu,1,https://bridges.box.com/s/a0gnsr2rwl2rjrdbw194kc3cbqpyjrpk,https://bridges.box.com/s/yci4qnzj06qgok1sbvmt2fp2vzccfo0y,Yes,-1.94216,29.55835
1013583,Munanira,Complete,Nyamagabe,Suspended Bridge,62,,,2/14/22,10/7/22,1,6/6/22,https://bridges.box.com/s/phv0m950glwvhwd82cfuh2u0chtpyg10,https://bridges.box.com/s/w9zwzgtwm9mrmbm81yi154cpbwub2sgd,1,6/30/22,https://bridges.box.com/s/km94olotrz8m8b6l47zd4xe1dydudx8e,0,12/16/22,,0,,,10/14/22,83231.43,,,33082.84,28319.98,14891.56,13428.42,https://bridges.box.com/s/4rfph56nu8gyrzor26rr9zmf7b7jqefe,https://bridges.box.com/s/wqtd39wl5isd27em827luk5au8dtdosz,https://bridges.box.com/s/7o4z2xuugtg5q9cco3nwdsrrigjoek3g,https://bridges.box.com/s/df9ym1nfpp7pgohshgs8oopudzomyskx,https://bridges.box.com/s/uz57256eiczy16gd7qpcil8bg1xttn5m,1,,,Yes,-2.396316,29.577776
1013721,Mugaseke,Complete,Nyamasheke,Suspended Bridge,65,,,11/15/21,2/15/22,1,1/20/22,https://bridges.box.com/s/957djcjnpoqhg1o6uxv6ke7fy9obk2lf,https://bridges.box.com/s/89xj1v1rc3k2bpotsgqem267613u4gm0,1,2/4/22,https://bridges.box.com/s/017ztg9q6bqu18a53c8jrkkbzi15oft8,1,3/17/22,https://bridges.box.com/s/9llbq78wymtxtz0ubjmw69moyt41sfoi,1,3/23/22,https://bridges.box.com/s/xar0tq5adgiqo8lyrqpirm4wemol82iw,2/22/22,92546.61,,42094.43,25542.94,17665.92,17630.65,35.27,https://bridges.box.com/s/097fcjv8gzxh2nqe36gsqigqz0fw0288,https://bridges.box.com/s/e3d94k8s8mbfo93es8h5y983zpq8mmzz,https://bridges.box.com/s/wrjfhw5oea51lq83id1yogjvnif8yx91,https://bridges.box.com/s/wqt7j4j2h5kj70chsr8357sqx27ghnwu,https://bridges.box.com/s/a5apdeftmogdwykkn1qg805ix0bhmi0w,1,https://bridges.box.com/s/axzzii1l7w5ggf31r6i16qt2u082269i,https://bridges.box.com/s/cxv63w5ig42g0e30uh7q1qperwae1ink,Yes,-2.216836,29.283703
1013776,Matyazo,Complete,Karongi,Suspended Bridge,90,,,2/22/22,5/27/22,1,4/19/22,https://bridges.box.com/s/yz7ggnyeyibroxww9sgz22gv8b7imy93,https://bridges.box.com/s/tefkjdmenn4mgywggd6gpam8x8457hbi,1,9/13/22,https://bridges.box.com/s/usqj0rwpjv5k3ip62f40ajb8cejwg5xz,1,6/8/22,,1,10/14/22,https://bridges.box.com/s/a8r6fobgyusb67jogneimkjcyh47dlns,5/26/22,102678.69,,,30482.27,24080.02,23614.06,465.96,https://bridges.box.com/s/g9wakqw67yfxvs4wg5xwhv8l7o7dkvnl,https://bridges.box.com/s/wzlw00yybpsi62x93akdb71k6dvfmohn,https://bridges.box.com/s/ka0swzvoudu8jafgrcd1pedryte0jkzd,https://bridges.box.com/s/duvobqp7r7mtiozsyb1amo6o6ymuxicn,https://bridges.box.com/s/lb10c71trp4nn27r3wztphkethpc2rjl,1,,,Yes,-2.06165,29.39508
1013867,Kagarama,Complete,Karongi,Suspended Bridge,70,,,11/22/21,2/18/22,1,1/20/22,https://bridges.box.com/s/p2euba9av67qauel8gh6fno91sxotxnd,https://bridges.box.com/s/0rtr5trozh6un3j0c40fr5vm95kjk7du,1,3/3/22,https://bridges.box.com/s/1wcjaj9ka28bcuoi6cxtasu04qno3san,1,3/28/22,https://bridges.box.com/s/q85vhoe9ds2mge7psuz3ngpjhqfo2tst,1,6/16/22,https://bridges.box.com/s/0inyieujk6wnba8u5mksngk23k7e0ydq,4/22/22,88129.01,,47972.56,26573.05,21084.17,20958.72,125.46,https://bridges.box.com/s/o8ou808oqx45mavqbhfnp6vy0ou7nm9u,https://bridges.box.com/s/wuf10dv36xuuwffcramce9gvawjohhea,https://bridges.box.com/s/28ufhozw41e1batkvqn1plyiwzug1bx0,https://bridges.box.com/s/nqvlgve6xh2alsm6bjaxmkm342ccchz1,https://bridges.box.com/s/fpsyr2mlbb1zutrjk98lz942r2mu23u3,1,https://bridges.box.com/s/tkgtn6ly0p963ziqk58ruuj415sn97x9,https://bridges.box.com/s/07t1ct6b08nesroxuxw3pz5mv1pa4f4v,Yes,-2.13838,29.33504
1013894,Gasihe,Complete,Nyamasheke,Suspended Bridge,92,,,11/15/21,2/23/22,1,1/20/22,https://bridges.box.com/s/rxunbm1cj8jzhs75mirsornwgoq3yvba,https://bridges.box.com/s/q4pxzt3o1e0m7v3wywcyxfc60t43vccn,1,2/4/22,https://bridges.box.com/s/e9nl8ehoa340r5ntgj1old7ld3dn66a9,1,3/17/22,https://bridges.box.com/s/ad0z2y04qrvd3k88tgy4fgsdai91knt8,1,3/23/22,https://bridges.box.com/s/s4nj2yq7t9qfmpjmhc5yfba2394lw46i,2/22/22,105698.25,,53215.94,29100.14,20140.73,20098.82,41.91,https://bridges.box.com/s/35ol1gdzgxybli4xyq9whop0n3midekb,https://bridges.box.com/s/0n14bcwnvn2a5igp58x05eaz0ezko839,https://bridges.box.com/s/0n14bcwnvn2a5igp58x05eaz0ezko839,https://bridges.box.com/s/xgauwwvmso1jxsqh1k2sjuoasbid987p,https://bridges.box.com/s/x0bp1j33piqlf75cnrm06gdfu8blgs6e,1,https://bridges.box.com/s/eqkgc68id30kp4uzmmuqd7f2pcgc6ctp,https://bridges.box.com/s/c814qivyre9g3bkvvp5fwzopfdozxcbz,Yes,-2.360876,29.157374
1013899,Kamatsira,Complete,Nyamasheke,Suspended Bridge,57,,,11/10/21,2/21/22,1,1/20/22,https://bridges.box.com/s/1gfyh4lb3rhio6yjuc6kiaewvoor85zv,https://bridges.box.com/s/tnockeavx8zaf8kgvnaq4pn4b8ky95x0,1,2/4/22,https://bridges.box.com/s/c4m0srn31qqxg96588bo7o80ay0s7ztc,1,3/17/22,https://bridges.box.com/s/btc5q0efaxya45251q94mabgjccaxjbl,1,3/23/22,https://bridges.box.com/s/4oqy8jevfjhibcdfq4uxjl31smm5xfgr,2/22/22,88803.28,,42843.29,23479.7,17474.52,17442.25,32.27,https://bridges.box.com/s/k09jec5hjws3dofk469ubfi1584mhao3,https://bridges.box.com/s/rcpuxn2zir5lp089gvuftr8iz0f1b94y,https://bridges.box.com/s/002ij46e7vebvfjo5b5vrphizc0m2wus,https://bridges.box.com/s/4c9qrhkdg53ubehk9fji17kwuqr82ir2,https://bridges.box.com/s/v4jyxrr2nktxxms1n3wtl20uivsk3rmu,1,https://bridges.box.com/s/wwhisdqynasoeustb6tahuejhkxe16wk,https://bridges.box.com/s/j2zfuy5un5ntcrn6wutz2l5fm6vwk19r,Yes,-2.407594,29.163424
1007672,Rutanzogera,Under Construction,Rutsiro,Suspended Bridge,82,,,10/17/22,1/21/23,0,,,https://bridges.box.com/s/2j421dnwq8q9hs8flef56frriqtp3rwl,0,,,0,,,0,,,,0,,,0,0,0,0,,,,https://bridges.box.com/s/vj05nkyn6twe0wgx6i2liyywno3donh3,,1,,,,-1.957,29.531833
1009280,Nyaruhombo,Complete,Huye,Suspended Bridge,127,,,7/18/22,10/10/22,1,9/13/22,https://bridges.box.com/s/pdk1bv7hji2h6jgi4g500sr7fvhqrsu3,https://bridges.box.com/s/t8ztyswdbvuvamcm0sfeodkmy05vmugg,0,,,1,12/1/22,https://bridges.box.com/s/3v9aiecj66rhfei9po0blguoekkfx78zhttps://bridges.box.com/s/3v9aiecj66rhfei9po0blguoekkfx78z,0,,,10/13/22,0,,,0,51639.1,0,51639.1,https://bridges.box.com/s/d1c3fabcfdghydrfgrnqujw4zk6z8jd1,https://bridges.box.com/s/o3qx7jf0jo2b7c2ysk08aj6qyvctx194,https://bridges.box.com/s/c34jhvcavqmzo5bk9jlqrsgl5q9wdfl0,https://bridges.box.com/s/7g3fe1419zbkoqq85g4h844vvn3y4bja,https://bridges.box.com/s/bx1ruabekm72xwlrk5qv6pxgvi9j5lxm,1,,,,-2.41201,29.67439
1012004,Rusayo,Under Construction,Rutsiro,Suspended Bridge,108,,,10/17/22,1/31/23,0,,,https://bridges.box.com/s/fv73ky7di4y5vgez29rwdu6lt1yt1vsp,0,,,0,,,0,,,,0,,,0,0,0,0,https://bridges.box.com/s/kx2stw37mrh38v7ocflvgxg3358z6yi4,,,https://bridges.box.com/s/vj05nkyn6twe0wgx6i2liyywno3donh3,,1,,,,-1.96222,29.461388
1012830,Kamushi,Under Construction,Nyanza,Suspension Bridge,85,,,10/13/22,1/14/23,0,7/3/23,,,0,,,0,,,0,,,,0,,,0,0,0,0,https://bridges.box.com/s/2xrnsez6bojel85g1redxj763nhiyawa,,,https://bridges.box.com/s/fbtdyafhx736uz9zzas1dabf5b7r3rro,,1,,,Yes,-2.33542,29.67251
1012956,Ruhunde,Complete,Muhanga,Suspended Bridge,65,,,9/12/22,12/6/22,1,10/28/22,https://bridges.box.com/s/rwb684rpht2dwbwtzvsfar8wjfg43aut,https://bridges.box.com/s/d7vfibl3vsr3hvsydi7olex8olzq07xb,0,,,0,,,0,,,,0,,,0,11932.49,0,11932.49,https://bridges.box.com/s/vfz5gduzbbzlc8jvyxj8sxpl04hgsba1,,,https://bridges.box.com/s/8ona11w2ci4goii3hekscmyazlz6jxad,https://bridges.box.com/s/rbmn3yv37y3go61fs3gijldnysxgc23w,1,,,Yes,-1.77785489,29.67587526
1013263,Shyagari,Complete,Muhanga,Suspended Bridge,80,,,8/29/22,11/25/22,1,10/27/22,https://bridges.box.com/s/kiwluseq8auli03w9ywlzw65ieet1wqi,https://bridges.box.com/s/w56fdr4c426jlsdkn2al0rnzxne071gy,0,,,0,,,0,,,,0,,,0,12164.05,0,12164.05,https://bridges.box.com/s/uixc2bso0sldud7caoc4nluvmoi2uiod,,,https://bridges.box.com/s/f6wb682u2uwrifpfs49snlswh8ndth53,https://bridges.box.com/s/i0vhg0429eqw80o9xxmc0f3gcg4172k9,1,,,Yes,-2.003951,29.675447
1013626,Bahimba,Under Construction,Rutsiro,Suspended Bridge,64,,,10/24/22,2/9/23,0,,,https://bridges.box.com/s/189vya9mjy03om7qjnd47bh33112w52n,0,,,0,,,0,,,,0,,,0,0,0,0,https://bridges.box.com/s/ts8mswofolktclmec4tm1vj7i6zwwjkh,,,https://bridges.box.com/s/b6zoj8dkxyiiq41t7bfs4btpq1ieysv4,,1,,,,-1.7628,29.30777
1013639,Bukungu,Under Construction,Rutsiro,Suspended Bridge,48,,,10/17/22,1/23/23,0,,,https://bridges.box.com/s/ipskyx1uzlivridcqsgwf1c916po29fc,0,,,0,,,0,,,,0,,,0,0,0,0,,,,https://bridges.box.com/s/2036z6fpk09zy2rd1340yheu8ecsv0ur,,1,,,,-1.80495,29.30452
